driver_id,policy_number,first_name,last_name,vin,gender,vehicle_make,vehicle_model,vehicle_year,claim_history
819,040-3022-4107,Cal,Vallender,3GYFNEEY2AS633160,Female,Tesla,Model S,2022,4
820,000-6359-9965,Kerrie,Nelissen,WAUPL68E54A256205,Female,Tesla,Model Y,2022,7
821,573-4378-1640,Berna,Gunney,5GAKVDEDXCJ542560,Female,Tesla,Model Y,2021,5
822,324-1094-9885,Karita,Reichardt,5NPEB4ACXBH607982,Female,Tesla,Model X,2023,3
823,094-8014-9366,Fabe,Clavey,WBSDE93493C373359,Male,Tesla,Model X,2023,0
824,135-4654-1345,Cassie,Stedson,4A31K5DF8BE574536,Female,Tesla,Model Y,2021,3
825,623-6872-5746,Erik,Wardington,1G6AC1RXXF0386990,Male,Tesla,Model Y,2022,5
826,247-6822-5499,Rab,Scroggie,JTDZN3EUXEJ689942,Male,Tesla,Model S,2020,5
827,618-4940-3527,Avery,Oxnam,1G6AM5S39D0567376,Male,Tesla,Model S,2023,5
828,797-2435-8413,Law,Duplain,1G6AB5SA5F0187863,Male,Tesla,Model X,2016,3
829,484-5712-2620,Johan,Sturte,WAUAF78E97A764880,Male,Tesla,Model S,2023,4
830,013-4520-1939,Isahella,Hurlin,1FMCU9D75AK101501,Female,Tesla,Model Y,2022,4
831,358-7428-6026,Russ,Hollingshead,WVWED7AJ6CW967451,Male,Tesla,Model X,2023,4
832,694-4806-9652,Kaia,Pinney,JHMFA3F26BS712035,Female,Tesla,Model S,2022,4
833,862-1780-1704,Elihu,Spiers,3D73Y3HL3BG192038,Male,Tesla,Model S,2021,6
834,080-8972-6984,August,Broadhurst,1N6AF0LYXFN590821,Male,Tesla,Model S,2020,7
835,241-9589-6708,Bunnie,Pidgin,WUAW2BFC0FN637423,Female,Tesla,Model X,2018,6
836,271-7967-5573,Roshelle,Bessett,KMHD35LH0FU494462,Genderfluid,Tesla,Model X,2018,6
837,562-8620-5474,Ashla,Carneck,WAURD68D12A842507,Female,Tesla,Model Y,2016,4
838,721-0258-6658,Clarke,Jeffrey,WBAPL3C5XAA249929,Male,Tesla,Model X,2022,6
839,375-7268-9833,Buddie,Tacker,JN8AZ2KR2AT124714,Male,Tesla,Model X,2018,5
840,113-6352-4203,Lazar,Bessell,JN1AZ4EHXDM342945,Male,Tesla,Model S,2019,6
841,528-7679-8818,Hastings,Craven,WBANB33554B094912,Male,Tesla,Model X,2018,5
842,180-9821-5193,Caron,Tooze,3C4PDDDG9FT882668,Female,Tesla,Model 3,2019,2
843,377-0800-6412,Drusy,Gegay,3FAHP0GA6AR928156,Female,Tesla,Model 3,2022,6
844,445-5556-9022,Maressa,Upjohn,1GT01ZCG4CF973023,Female,Tesla,Model Y,2018,1
845,453-2960-3197,Aron,Neljes,1FTMF1CW0AK630867,Male,Tesla,Model 3,2017,4
846,425-0834-9141,Danila,Croser,1G6DH577490643428,Female,Tesla,Model Y,2022,3
847,772-6336-7261,Olimpia,Balderson,5TFCY5F1XBX113368,Genderqueer,Tesla,Model 3,2021,3
848,691-9566-1446,Malory,Sudworth,2G61M5S34E9937480,Female,Tesla,Model Y,2023,1
849,698-0097-9664,Bartel,Tracey,SCBCU8ZA1AC583970,Male,Tesla,Model X,2020,2
850,814-8869-7738,Bert,Siseland,WAUGU44D63N542425,Male,Tesla,Model S,2015,2
851,391-3546-0890,Murvyn,Shilburne,1N4AB7AP8EN519848,Male,Tesla,Model 3,2022,4
852,666-7756-0318,Brewster,Durtnel,WBAUN13529V690590,Male,Tesla,Model S,2023,5
853,442-8112-8790,Conny,Greenhough,3VW217AU9FM500595,Genderqueer,Tesla,Model 3,2023,6
854,741-6630-3332,Kara,Ames,WAUKF98E78A089953,Genderqueer,Tesla,Model Y,2019,6
855,414-6188-5428,Carola,Cheesley,1B3CB5HA4BD179139,Genderqueer,Tesla,Model 3,2022,3
856,541-1143-0670,Leila,Guierre,1ZVBP8JS6B5961174,Female,Tesla,Model Y,2021,2
857,844-5419-9563,Sharity,Graeber,WAUCFAFH7BN572748,Female,Tesla,Model S,2022,7
858,755-9829-7842,Mab,Swinfon,2G4WB55K611932992,Female,Tesla,Model 3,2016,5
859,285-6307-9115,Ogdon,Tousy,1GYS3EEJ6CR126579,Male,Tesla,Model X,2023,2
860,419-3314-5522,Franklyn,Petrushkevich,2HNYD28248H541479,Male,Tesla,Model X,2022,4
861,213-1663-7310,Sharline,Grisenthwaite,WDDGF4HB0DG168489,Female,Tesla,Model 3,2023,6
862,998-2217-3212,Garry,Twidell,KMHFH4JG2FA790650,Male,Tesla,Model 3,2023,1
863,937-2160-3708,Meir,Yitzovitz,WAUDL64F65N831276,Male,Tesla,Model S,2018,3
864,226-6127-8064,Francine,Commins,1G4GG5E33DF899154,Female,Tesla,Model Y,2018,3
865,731-7169-0052,Paolo,Han,WBA3A5C5XEF235389,Male,Tesla,Model S,2018,3
866,162-3321-1964,Nerti,Squeers,WA1CKAFP3AA618095,Female,Tesla,Model X,2023,5
867,575-9595-6056,Sara-ann,Razoux,JTEBU4BF5CK996521,Female,Tesla,Model Y,2021,4
868,417-2843-9473,Babita,Aizikovich,1N4AL3APXDC359701,Female,Tesla,Model X,2015,0
869,541-6023-6496,Nowell,Hurd,WAUUL98E77A801474,Male,Tesla,Model Y,2022,5
870,398-5319-7841,Celeste,Boxhall,3D73Y4CL6BG333813,Polygender,Tesla,Model S,2015,6
871,509-0466-7020,Giavani,Baitey,WAUBH78E46A296571,Male,Tesla,Model S,2022,5
872,051-3792-8074,Nickolai,Websdale,3N1CE2CP7EL843032,Male,Tesla,Model Y,2021,5
873,017-9338-8051,Bearnard,Plitz,JN1CV6AP7BM399081,Male,Tesla,Model S,2021,3
874,785-6809-2520,Joly,Hulatt,3D7TT2HT3AG460979,Female,Tesla,Model X,2019,4
875,430-4507-4428,Lora,Osment,JH4CW2H62DC105741,Female,Tesla,Model S,2015,1
876,443-5302-1643,Zelma,Boxhill,2T1BU4EE5BC452530,Female,Tesla,Model S,2020,0
877,370-0674-8796,Anne,O' Hern,JTJBM7FXXB5453619,Female,Tesla,Model Y,2015,4
878,240-0339-3362,Richmond,Bubeer,WBA3V5C56FP624921,Male,Tesla,Model X,2022,5
879,897-1510-7228,Ettore,O'Longain,KNADH4A32B6877659,Male,Tesla,Model 3,2021,2
880,988-9599-6003,Ree,Cutforth,SCBDR3ZA3BC713368,Female,Tesla,Model Y,2022,3
881,626-3106-1775,Marice,Dowley,3N1CE2CP2FL612833,Female,Tesla,Model X,2019,6
882,424-3716-0828,Cordie,Valerio,NM0KS9BN0CT404996,Male,Tesla,Model Y,2017,1
883,337-6840-5504,Ariana,Anfossi,WAUUL78E37A789974,Female,Tesla,Model X,2023,5
884,758-8070-7174,Dorree,Arnull,WBSDX9C53CE599369,Female,Tesla,Model 3,2019,6
885,188-9455-0037,Ophelia,Margrie,WBA3X5C50ED026219,Female,Tesla,Model Y,2019,2
886,052-6704-3335,Broderic,Dibley,1FTMF1CW5AK064673,Male,Tesla,Model S,2017,3
887,360-6700-7717,Meara,Billitteri,JN1CV6EK7DM614458,Female,Tesla,Model 3,2020,5
888,597-4356-3012,Kaleena,Hevner,1G6KD57YX9U154522,Female,Tesla,Model S,2018,5
889,945-6449-3314,Manolo,Mathias,WA1DGAFE3DD446822,Male,Tesla,Model Y,2018,3
890,183-8192-9793,Cull,Ferries,4JGDF2EE1EA180666,Male,Tesla,Model X,2017,5
891,895-0722-1885,Niki,Feldmus,1G6AE5S36D0787426,Female,Tesla,Model X,2023,4
892,285-9500-6251,Sande,Reye,2B3CA3CV5AH167813,Female,Tesla,Model S,2020,2
893,099-9983-8655,Imogene,Such,SCBDC47L79C954288,Genderqueer,Tesla,Model Y,2020,4
894,199-5351-1750,Allyn,Kampshell,1GD120EG8BF778725,Female,Tesla,Model 3,2016,5
895,436-5523-9947,Mahmud,Pickrill,WBAEH73425B941187,Male,Tesla,Model X,2018,2
896,619-7088-2178,Ty,Arnolds,WBAKP9C57FD539620,Male,Tesla,Model X,2016,5
897,069-2860-3791,Forest,Bergstram,WBAGN83443D492801,Male,Tesla,Model X,2017,5
898,799-3960-2091,Carlie,Banasik,5NPDH4AE4CH182143,Genderfluid,Tesla,Model X,2019,5
899,017-9492-3508,Daryle,Pinn,WVWED7AJ9AW102230,Male,Tesla,Model 3,2016,5
900,529-9272-5563,Leora,Shelliday,1C4NJPBA3DD613245,Female,Tesla,Model 3,2019,6
901,814-3542-2825,Gillie,Korda,3C63DRGL4CG584884,Female,Tesla,Model 3,2021,3
902,176-3960-4946,Susann,MacMenamy,1GKUCFDJXAR580406,Female,Tesla,Model 3,2018,4
903,657-9209-9831,Nolly,Godsafe,JM1NC2EF4A0457384,Male,Tesla,Model 3,2015,5
904,778-1085-5324,Lyle,Heard,3D4PG9FG0BT476910,Male,Tesla,Model X,2020,7
905,186-9797-5537,Kevin,Danforth,19XFA1F36AE292082,Male,Tesla,Model Y,2017,2
906,755-3118-8368,Ruprecht,Hedau,WAUKH98EX7A201511,Male,Tesla,Model Y,2023,1
907,165-4519-5618,Esteban,Jacobovitz,WAUCFAFC4DN187266,Male,Tesla,Model S,2017,6
908,787-2160-2972,Elmira,Huc,1G6AY5S3XF0741737,Agender,Tesla,Model Y,2016,1
909,817-3601-2625,Arlinda,Suthren,SCBBB7ZHXCC199956,Non-binary,Tesla,Model X,2020,1
910,655-5982-9044,Stinky,Robotham,TRUUT28N241230987,Male,Tesla,Model S,2017,1
911,511-3468-2327,Tersina,Grigolli,2C3CDYCJ5EH975377,Female,Tesla,Model Y,2023,4
912,637-1879-3738,Aili,Izkoveski,4JGBB9FB9BA338490,Female,Tesla,Model Y,2019,3
913,848-6081-5885,Milly,Keepence,19UUA9F52DA958855,Female,Tesla,Model S,2018,6
914,122-1057-7800,Cristi,Scones,3C63DRHL5CG856406,Female,Tesla,Model Y,2019,4
915,101-1339-5627,Dennison,Sigsworth,1C4RDJEG5DC933257,Male,Tesla,Model Y,2019,4
916,584-8780-3520,Saul,Oluwatoyin,19XFA1E38AE024958,Male,Tesla,Model S,2018,6
917,851-7855-3580,Eden,Paskins,SALWR2VF2FA594627,Female,Tesla,Model X,2017,6
918,640-4920-1625,Daron,Orys,5J8TB4H52EL415925,Male,Tesla,Model Y,2020,4
919,087-6046-0333,Antoine,D'Agostino,2G61T5S34D9318377,Male,Tesla,Model X,2015,1
920,011-0707-1598,Thibaud,Abbati,WA1WKAFP6CA636011,Male,Tesla,Model S,2016,3
921,227-6543-2395,Upton,Alldis,WAUDFAFCXFN387253,Male,Tesla,Model Y,2019,3
922,091-5551-1631,Paton,Hopfer,1B3CB1HA7AD275631,Male,Tesla,Model S,2020,10
923,649-4438-9620,Carlo,Boatwright,WBAPH7C54BE760376,Male,Tesla,Model Y,2021,4
924,217-9799-6984,Chad,Griffin,WAUJC68E25A511447,Female,Tesla,Model S,2020,4
925,838-4152-7307,Purcell,Camerello,KNALN4D73E5474044,Male,Tesla,Model S,2020,3
926,744-9003-3447,Humfrid,Wiffler,WBANV13538C396680,Male,Tesla,Model S,2021,5
927,402-3790-9250,Antonio,Garnall,JTHBL5EF7B5896781,Male,Tesla,Model 3,2015,5
928,484-3524-2210,Dori,Adlington,WBAKX6C57BC397493,Female,Tesla,Model X,2015,4
929,860-5569-4770,Rickey,Peinke,5GADX23L16D337052,Male,Tesla,Model 3,2023,6
930,582-4505-3137,Dionisio,Heel,JH4NA12605S392384,Male,Tesla,Model 3,2016,1
931,188-1322-1965,Cullan,Fotitt,2FMPK3K97FB039691,Male,Tesla,Model X,2018,6
932,029-4199-4928,Nichols,Pottie,2D4RN3DG9BR209444,Male,Tesla,Model X,2019,4
933,509-1970-2700,Raleigh,Corrie,2HNYD2H25AH492198,Polygender,Tesla,Model Y,2023,6
934,177-9151-8423,Meagan,O'Kinedy,19UUA66235A626087,Female,Tesla,Model S,2016,0
935,362-3377-7714,Seward,Mongin,1D7RB1CP9BS039781,Male,Tesla,Model Y,2023,4
936,902-9946-2708,Kelsi,Jeremaes,JN1CV6EK4DM206001,Female,Tesla,Model X,2017,3
937,440-9391-1893,Ogdon,Rainbird,WBAEU334X2P772331,Male,Tesla,Model Y,2021,3
938,983-4389-9174,Bar,Alekhov,JH4CL96814C472104,Male,Tesla,Model S,2021,5
939,135-8899-8669,Nicola,Atthowe,JN1CV6EK8BM710497,Female,Tesla,Model X,2017,4
940,074-9365-2498,Rafaelia,Callister,1G6DK8E36D0613973,Genderqueer,Tesla,Model X,2019,3
941,179-1443-8821,Bartholomeus,Swalough,JH4CU4F4XAC637995,Male,Tesla,Model X,2020,5
942,199-1846-0619,Ameline,Tanslie,1FAHP3EN9BW626964,Agender,Tesla,Model S,2023,3
943,481-9745-9387,Aurore,Collecott,1FMJK1G53EE927325,Female,Tesla,Model S,2017,4
944,934-8476-0751,Jaquelin,Livesley,WBABS53401E001102,Female,Tesla,Model S,2016,3
945,957-5180-6527,Shermie,Cordon,5J6TF1H54EL774530,Male,Tesla,Model S,2015,7
946,587-0609-9381,Isac,Blowers,5N1AR2MM8DC468643,Male,Tesla,Model Y,2020,4
947,038-5248-5974,Gwenore,Hilland,1GKUCHE07AR459284,Female,Tesla,Model 3,2017,2
948,700-6799-9566,Kimball,Paddingdon,JH4DB75661S406774,Male,Tesla,Model X,2015,4
949,921-6150-7738,Nerti,Mapowder,5TDBK3EH5CS018448,Female,Tesla,Model S,2018,3
950,450-3249-8041,Jillana,Disdel,5N1AN0NW3FN242288,Female,Tesla,Model X,2019,3
951,632-3126-7001,Merill,O'Kynsillaghe,SCBBP9ZA1CC129262,Bigender,Tesla,Model Y,2023,3
952,816-0019-2634,Nathalie,Ebi,KMHTC6AD7DU702187,Bigender,Tesla,Model Y,2020,5
953,149-1567-2394,Hershel,Labro,JN8AE2KP8B9911482,Male,Tesla,Model 3,2017,4
954,821-5162-9794,Jermaine,Lagneaux,1GYS3SKJ5FR805377,Male,Tesla,Model Y,2019,5
955,977-9518-7341,Miller,Winterton,4USDU53517L942877,Male,Tesla,Model S,2022,6
956,017-6911-0246,Gallard,Wigfield,SALGS2EF6EA717269,Male,Tesla,Model X,2023,3
957,055-3407-5779,Alfred,Morgue,1FTWX3A57AE892458,Male,Tesla,Model 3,2022,3
958,205-1189-5681,Florette,De Ambrosis,WBA3C1C56FP179546,Polygender,Tesla,Model S,2016,5
959,858-8409-3175,Isador,Casazza,3C6JD6BPXCG176213,Male,Tesla,Model Y,2020,3
960,050-0226-2350,Tull,Mackilpatrick,2T1BU4EE4BC323078,Male,Tesla,Model Y,2016,4
961,487-7779-2151,Toiboid,Weekland,WAUKD98P16A226423,Genderfluid,Tesla,Model X,2017,2
962,703-1405-9381,Aloysius,Phillcox,YV426MDB5F2654416,Male,Tesla,Model X,2020,3
963,467-5664-8624,Jedd,Onele,WBA3B9C51DF655268,Male,Tesla,Model 3,2019,1
964,689-6247-9667,Cherri,Riolfi,SCBGT3ZA1DC961426,Female,Tesla,Model 3,2022,3
965,400-1035-3244,Dwayne,Vokins,WBA3T1C55FP982994,Male,Tesla,Model X,2019,3
966,532-9697-9390,Abelard,Prozescky,1D4PT4GK4BW236402,Male,Tesla,Model X,2017,6
967,849-9455-6572,Teddi,Gravells,19UUB2F73FA983756,Female,Tesla,Model 3,2015,3
968,132-2043-4316,Ardine,Quantrell,5GAKRCKD3DJ580619,Female,Tesla,Model S,2017,1
969,932-5300-3555,Sander,Gayle,WAUJC58E22A167902,Agender,Tesla,Model Y,2019,4
970,641-3981-8949,Laurie,Hullett,1G4GG5E38CF945088,Female,Tesla,Model S,2020,5
971,948-1378-6353,Yvette,Belshaw,3C63DRJL9CG731466,Female,Tesla,Model Y,2016,4
972,773-0772-1254,Sile,Tothacot,WBABS334X1J656976,Female,Tesla,Model Y,2022,4
973,252-5489-9285,Olympe,Michal,1FTSW2A5XAE627335,Female,Tesla,Model X,2023,4
974,030-1611-6052,Ceil,McCaffrey,1G6DP57V390253891,Female,Tesla,Model S,2023,3
975,430-8819-8064,Nelia,Rainbird,SCFBB04B87G245372,Female,Tesla,Model 3,2015,6
976,780-3580-0239,Bobby,Fortnon,WAUJT64B02N696999,Male,Tesla,Model 3,2018,2
977,853-4186-6067,Jessalyn,Learoid,KMHCT4AE6CU303251,Female,Tesla,Model 3,2018,3
978,169-5851-9862,Prentiss,Rodda,4A31K5DFXCE910561,Male,Tesla,Model S,2021,6
979,634-0531-2897,Erda,Keuneke,WAUVT58E72A059745,Female,Tesla,Model X,2019,4
980,104-8200-0672,Raynell,Leakner,WBA5B1C50FG583003,Female,Tesla,Model X,2015,3
981,210-9366-4970,Sancho,McLaverty,WP0AA2A93DS916613,Male,Tesla,Model Y,2015,5
982,380-9099-4633,Angele,Lapthorn,WDDHF0EB9EA970013,Female,Tesla,Model Y,2017,8
983,505-5428-4362,Amalita,Bruckman,JM1DE1HY4B0383785,Female,Tesla,Model X,2021,2
984,799-1006-1447,Shannon,Sibbet,1N6AD0CW0EN042085,Female,Tesla,Model 3,2019,5
985,123-8270-8073,Valdemar,Hiers,1N4AB7AP2DN026004,Male,Tesla,Model 3,2021,3
986,618-5824-7150,Honor,Tewelson,WAUDFAFL4FN353244,Female,Tesla,Model 3,2023,7
987,192-1368-0280,Filbert,McCole,WAUBF78EX8A511654,Male,Tesla,Model S,2023,6
988,921-0696-3349,Skip,Boeck,JN1AZ4EH7AM278245,Male,Tesla,Model S,2017,4
989,060-2190-8763,Donavon,Crotch,1N6AA0ED6FN314029,Male,Tesla,Model X,2018,5
990,063-9579-5632,Barbie,Chevin,1FTEW1C8XAK129782,Female,Tesla,Model Y,2015,5
991,360-8805-8184,Violette,Hachard,19UUA56752A240739,Female,Tesla,Model X,2021,6
992,752-1705-5403,Angus,Joslow,3VW467ATXDM436162,Male,Tesla,Model X,2016,4
993,066-7635-7910,Ricki,Musslewhite,WBAYA6C56FD528778,Male,Tesla,Model X,2017,6
994,486-2290-3759,Kelley,Tomaszek,5N1AA0NE3FN832753,Male,Tesla,Model X,2018,5
995,831-2373-3833,Corny,Pimlott,1G6DL1ED9B0692856,Male,Tesla,Model Y,2021,5
996,624-6269-9431,Henka,Scallan,1G6DP577050731695,Female,Tesla,Model Y,2019,3
997,195-4317-8622,Fabe,Capron,WVGAV3AX2DW100957,Male,Tesla,Model Y,2023,5
998,189-9351-6492,Mathew,Dunican,JTHFF2C21E2940268,Genderqueer,Tesla,Model S,2020,3
999,566-2031-5885,Fernanda,Dearnley,JTDKTUD3XED843683,Female,Tesla,Model S,2021,5
1000,227-9913-3255,Cullie,Karpfen,1G6DJ8E39C0028208,Male,Tesla,Model 3,2019,0
